#chrom	strand	txStart	txEnd	proteinID	alignID
chr1	-	44163390	44175618	Q9JHP7	uc007awb.1
chr1	-	44163390	44175618	Q9JHP7-2	uc011wkc.1
chr1	-	44168927	44175618	Q9JHP7-3	uc007awc.1
chr1	+	44176006	44201616	Q8CBX9	uc007awd.2
chr1	+	44176028	44201616	Q8CBX9	uc007awe.2
chr1	+	44176812	44201616	Q8CBX9	uc007awf.2
chr1	+	44204588	44206367		uc007awg.1
chr1	+	44204588	44235219	Q3TUN4	uc007awh.2
chr1	+	44204588	44238105	NP_035859	uc007awi.2
chr1	+	44204776	44235219	Q3TUN4	uc007awj.1
chr1	-	44260914	44275776	Q8CDZ2	uc007awk.1
chr1	+	44608515	44845719	Q0PNF0	uc007awl.2
chr1	+	44608515	44853681	NP_082726	uc007awm.2
chr1	+	44608515	44853681		uc007awn.2
chr1	+	45368382	45381863	Q9CSB7	uc007awp.2
chr1	+	45368382	45406551	Q3TVI5	uc007awq.2
chr1	-	45431175	45560127	Q3U962	uc007awr.1
chr1	-	45471043	45560127	Q8BNA3	uc007aws.1
chr1	+	45668515	45668542		uc011wkd.1
chr1	-	45786491	45786515		uc011wke.1
chr1	+	45824584	45827047		uc011wkf.1
chr1	+	45852345	45880458	Q3U821	uc007awt.1
chr1	+	45871389	45880458	Q3MIA1	uc011wkg.1
chr1	-	45964914	45982439	Q9JHI9	uc007awu.1
chr1	-	45972085	45982439	NP_058613	uc007awv.1
chr1	-	45978000	45983364	C5H8V4	uc011wkh.1
chr1	-	45978000	45983364	C5H8V4	uc011wki.1
chr1	-	46068391	46069108	NP_001170827	uc011wkj.1
chr1	-	46077259	46087282		uc011wkk.1
chr1	-	46077259	46087282		uc011wkl.1
chr1	-	46077259	46087282		uc011wkm.1
chr1	+	46123582	46430395	NP_001153858	uc007awx.2
chr1	+	46292092	46328187		uc007awy.1
chr1	+	46346377	46430395		uc007awz.2
chr1	+	46472999	46473056		uc007axa.1
chr1	+	46848672	46864308		uc007axb.1
chr1	-	46864388	46910354	Q6P5F6	uc007axc.1
chr1	-	46874446	46892996	Q6P5F6	uc007axd.1
chr1	+	47715694	47715752		uc007axe.1
chr1	+	49301459	49397275	Q8BHV2	uc007axf.1
chr1	+	50869318	50874545		uc007axg.2
chr1	+	50957490	50970769		uc007axh.1
chr1	+	50966805	51036764		uc007axi.1
chr1	+	50984366	51244114	Q9QYM9	uc007axj.1
chr1	+	51345969	51359804	Q63918	uc007axk.1
chr1	-	51514777	51515775		uc007axl.1
chr1	-	51522850	51535243		uc007axm.1
chr1	-	51526331	51535243	Q8BGW5	uc007axn.1
chr1	-	51526331	51535263	Q8BGW5-2	uc007axo.1
chr1	-	51526663	51535243	Q8BGW5-2	uc007axp.1
chr1	-	51563929	51653562		uc007axq.1
chr1	-	51806609	51972818	Q7TQD7	uc007axs.2
chr1	-	51806609	51972818	Q80VD8	uc007axr.2
chr1	-	51814719	51972818	Q3TTZ3	uc007axt.2
chr1	-	51867524	51972818	D3YV80	uc007axu.2
chr1	-	51919488	51972818		uc007axv.2
chr1	+	52043991	52164028	Q3V157	uc011wkn.1
chr1	+	52065087	52129288		uc007axw.1
chr1	+	52065087	52164028	Q3V157	uc007axx.1
chr1	+	52176281	52194696		uc007axy.1
chr1	+	52176281	52212117	Q99K94	uc007axz.1
chr1	+	52176281	52218707	Q8C3V4	uc007aya.1
chr1	+	52176333	52218707	Q8C3V4	uc007ayb.1
chr1	+	52176465	52218707	Q8C3V4	uc007ayc.1
chr1	+	52200921	52218707	Q91Y52	uc007ayd.1
chr1	-	52220293	52290076	D3Z7P3	uc007aye.2
chr1	-	52242123	52264203	D3Z7P5	uc007ayg.1
chr1	-	52242124	52290076	NP_001106854	uc011wko.1
chr1	-	52512692	52557292	Q99J24	uc007ayh.2
chr1	+	52687548	52708763	Q8CB65	uc011wkp.1
chr1	+	52687548	52708763	Q8BSW9	uc007ayk.3
chr1	+	52698014	52708762		uc011wkq.1
chr1	-	52713147	52784162	D3Z183	uc007ayl.2
chr1	-	52716829	52784162	Q8CBH5	uc007aym.1
chr1	-	52732466	52784162	Q8CBH5-2	uc007ayn.1
chr1	-	52846263	52874532	P49442	uc007ayo.2
chr1	+	52901889	52917009		uc011wkr.1
chr1	+	52901889	52977704	Q8QZS1	uc007ayp.1
chr1	-	52981746	52982161		uc007ayq.1
chr1	-	52981970	53009684	Q9CPS8	uc007ayr.1
chr1	-	52981970	53020104	Q9CPS8	uc007ays.1
chr1	+	53118506	53124923	Q540E2	uc007ayt.1
chr1	-	53215420	53244461	Q9DA74	uc007ayu.1
chr1	-	53246031	53353840	Q8K119	uc007ayv.1
chr1	+	53252956	53254535		uc007ayw.1
chr1	-	53253666	53353840	Q8K119	uc007ayx.1
chr1	+	53353938	53358797	NP_663492	uc007ayy.2
chr1	+	53353938	53367089	Q921I0	uc011wks.1
chr1	+	53370506	53380908	Q6PEB4	uc007aza.1
chr1	+	53370506	53383019	Q6PEB4	uc007azb.1
chr1	+	53370506	53383019		uc011wkt.1
chr1	+	53370506	53383019		uc007azc.1
chr1	+	53376552	53383019	NP_082367	uc007azd.1
chr1	-	53382350	53409543		uc007aze.1
chr1	-	53401485	53403605		uc007azf.1
chr1	-	53401487	53409543	Q8BFS9	uc007azg.1
chr1	-	53401487	53409543	Q3TGY6	uc007azh.1
chr1	-	53403858	53409543	Q8BFS9-2	uc011wku.1
chr1	+	53753288	53753411		uc011wkv.1
chr1	-	53754873	53763628		uc007azi.1
chr1	-	53812355	53842059	Q8BG48	uc007azj.2
chr1	-	53863717	54251878	Q6I6G8	uc007azk.2
chr1	-	53987658	54097371	A3KPB7	uc011wkw.1
chr1	-	53987658	54251878	A3KPB7	uc007azl.2
chr1	-	53998339	54251878	Q8C8B5	uc007azm.1
chr1	+	54307526	54335805	Q9D2G8	uc007azn.1
chr1	+	54307526	54425571	NP_084301	uc007azo.1
chr1	+	54307526	54425571		uc011wkx.1
chr1	-	54454424	54495815	Q3TMP1	uc007azp.1
chr1	-	54537549	54614526	NP_001156786	uc011wky.1
chr1	-	54581127	54614526	NP_001156786	uc007azr.2
chr1	-	54702183	54983231	B2RXR6	uc011wkz.1
chr1	+	54738572	54793660		uc007azt.1
chr1	-	54792145	54983231	Q8BYT6	uc007azu.2
chr1	-	54817730	54983231	Q8BYT6	uc007azv.2
chr1	-	55042012	55047959	Q8C839	uc007azw.1
chr1	-	55042012	55084322	NP_112456	uc007azx.1
chr1	-	55059947	55084322	A0JLN0	uc007azy.1
chr1	+	55109613	55129546	NP_001034799	uc007azz.1
chr1	+	55109613	55129546	NP_080700	uc007baa.1
chr1	-	55134677	55144776	P63038	uc007bab.2
chr1	+	55144991	55148161	Q4KL76	uc007bac.2
chr1	+	55188088	55211743	Q6PEB6	uc007bad.1
chr1	+	55188088	55211743		uc007bae.1
chr1	+	55204473	55205361		uc007baf.1
chr1	-	55227003	55261236	Q8CHX7	uc011wla.1
chr1	-	55227003	55283626	Q8CHX7	uc007bag.1
chr1	-	55263179	55283626		uc007bah.1
chr1	+	55283094	55292466		uc007bai.1
chr1	+	55294020	55296902	A2RT28	uc007baj.1
chr1	-	55356912	55419551	NP_001106838	uc011wlb.1
chr1	-	55356912	55420313	NP_083543	uc007bal.1
chr1	-	55403100	55420313	Q924M5-2	uc007bam.1
chr1	+	55462789	55811129	NP_001108135	uc007ban.2
chr1	+	55988084	56029172		uc007bao.1
chr1	+	56017757	56029172		uc007bap.1
chr1	+	56075821	56077047		uc007baq.1
chr1	-	56692892	56694295	Q80Y37	uc007bar.1
chr1	-	56850824	57028178	Q546B3	uc007bas.1
chr1	-	56850824	57028178	Q8VI24-2	uc011wlc.1
chr1	+	57028312	57032040		uc011wld.1
chr1	+	57028312	57099357		uc007bat.2
chr1	-	57257488	57271837		uc007bav.1
chr1	-	57410224	57410258		uc007baw.1
chr1	-	57410341	57410411		uc011wle.1
chr1	-	57416065	57434388		uc007bax.1
chr1	+	57434463	57442266	NP_082822	uc007bay.2
chr1	-	57445087	57463518	A2RSX7	uc007bba.2
chr1	-	57445087	57463518	A2RSX7	uc007baz.2
chr1	-	57445087	57463518	A2RSX7	uc011wlf.1
chr1	-	57445087	57463518	A2RSX7	uc011wlg.1
chr1	-	57450164	57463518	A2RSX7-2	uc007bbb.2
chr1	+	57463391	57472802	Q8BHE8	uc007bbc.2
chr1	+	57831704	58005241	NP_659131	uc007bbd.2
chr1	+	57902414	58005241	Q91WJ7-2	uc007bbe.2
chr1	-	58011944	58026368	E0CXJ5	uc011wlh.1
chr1	-	58011944	58026928	E0CZ26	uc007bbf.2
chr1	-	58011944	58026928	NP_001153337	uc011wli.1
chr1	-	58016897	58026928	NP_084487	uc007bbh.2
chr1	-	58020409	58026928	Q6DI85	uc007bbi.2
chr1	-	58020445	58026928	NP_084487	uc007bbj.2
chr1	+	58042183	58083121	NP_001171338	uc011wlj.1
chr1	+	58052817	58083121	Q7TSY8	uc007bbk.2
chr1	+	58086812	58163254	NP_033806	uc007bbl.1
chr1	+	58169979	58257296	NP_076106	uc007bbm.1
chr1	+	58179085	58257296	B2RSI5	uc007bbn.1
chr1	+	58267240	58325440	Q3TYQ9	uc007bbo.1
chr1	+	58335169	58436108	Q5SGK3	uc007bbp.1
chr1	+	58449940	58463392	Q9CQC6	uc007bbq.1
chr1	+	58449979	58463392	Q9CQC6	uc007bbr.1
chr1	-	58468831	58472503	Q3UKA7	uc011wlk.1
chr1	-	58468831	58480932	Q3UXB6	uc007bbs.2
chr1	-	58468831	58480932	Q3UXB6	uc007bbt.2
chr1	-	58468831	58480932	Q3UXB6	uc007bbu.2
chr1	-	58487836	58502273	Q9D6L8	uc007bbw.2
chr1	-	58487836	58502330	Q9D6L8	uc007bbx.2
chr1	-	58487836	58502330	Q9D6L8	uc007bbv.2
chr1	-	58490630	58502330	Q9D6L8-2	uc007bby.2
chr1	+	58502110	58519120	Q6P1B7	uc007bbz.1
chr1	+	58502110	58538660	D3Z0G0	uc007bca.1
chr1	+	58504477	58519120	Q6P1B7	uc007bcb.1
chr1	-	58519614	58558270	Q59IX1	uc007bcc.1
chr1	-	58519614	58561763	Q543F8	uc007bcd.1
chr1	-	58519614	58561763	Q543F8	uc007bce.1
chr1	+	58561991	58574374		uc007bcf.1
chr1	+	58561998	58580074		uc007bcg.1
chr1	-	58579649	58642995	Q8C729	uc007bch.2
chr1	-	58579649	58643177	Q8C729	uc007bci.2
chr1	-	58579649	58643177	Q8C729-2	uc007bcj.2
chr1	+	58643442	58652792	Q9CQZ6	uc007bck.1
chr1	+	58709484	58712675		uc007bcl.1
chr1	-	58714963	58752833	Q8BVM7	uc007bcm.2
chr1	-	58715208	58749289	Q8BVM7	uc011wll.1
chr1	-	58715208	58749289	Q8BVM7	uc011wlm.1
chr1	+	58768351	58815726	Q812G4	uc007bcn.1
chr1	+	58768351	58815726	Q812G4	uc007bco.1
chr1	+	58770129	58790071	Q5U4G3	uc007bcp.1
chr1	+	58770129	58815726	Q812G4	uc007bcq.1
chr1	+	58770139	58779914		uc007bcr.1
chr1	+	58852217	58904347	Q3U607	uc007bcs.1
chr1	+	58859345	58904347	Q3U607	uc007bct.1
chr1	-	58957293	59030326	Q6P9N8	uc007bcv.2
chr1	+	59030414	59044691		uc007bcw.1
chr1	+	59030414	59048356	Q8K4T3-2	uc007bcx.1
chr1	+	59030414	59051965	Q8K4T3	uc007bcy.1
chr1	+	59030414	59051965		uc007bcz.1
chr1	+	59048267	59050181		uc007bda.1
chr1	-	59053966	59060383	Q9CTX6	uc007bdb.1
chr1	-	59107349	59126686	Q8C639	uc011wln.1
chr1	-	59107349	59151744	NP_780409	uc007bdc.1
chr1	-	59157436	59176650	NP_001032901	uc007bdd.1
chr1	-	59157436	59176940	B2RVK7	uc007bde.1
chr1	-	59157436	59177226	Q3V0J1	uc007bdf.1
chr1	-	59177778	59202646		uc011wlo.1
chr1	-	59177778	59215519	Q6P7F1-3	uc007bdh.1
chr1	-	59177778	59218480	Q6P7F1	uc007bdi.2
chr1	-	59177778	59220233	NP_001158154	uc007bdg.2
chr1	-	59196001	59207478	Q6P7F1-4	uc007bdj.1
chr1	-	59204969	59218480	NP_660125	uc007bdk.2
chr1	-	59219599	59243370	Q3TAJ7	uc007bdl.2
chr1	-	59219599	59293937	NP_001153420	uc011wlp.1
chr1	-	59219599	59294075	NP_082993	uc007bdm.2
chr1	-	59248466	59294075	NP_666221	uc007bdn.2
chr1	+	59313750	59409213	Q3V3A1	uc007bdr.2
chr1	+	59313750	59409213	Q3V3A1-3	uc007bdq.2
chr1	+	59355779	59409213	Q3V3A1-2	uc007bds.2
chr1	+	59538990	59543799	NP_032083	uc011wlq.1
chr1	+	59573107	59691353	NP_001013793	uc007bdv.1
chr1	-	59589834	59605632		uc007bdw.1
chr1	-	59696277	59727678	P63166	uc007bdx.1
chr1	+	59741849	59768354	Q6DFW4	uc007bdy.1
chr1	+	59748801	59748854		uc011wlr.1
chr1	+	59761651	59761714		uc011wls.1
chr1	+	59821480	59927703	O35607	uc007bdz.1
chr1	+	59969849	60042190	Q3U3E2	uc011wlt.1
chr1	-	60045911	60099931	Q3TY65	uc007beb.1
chr1	-	60045911	60100028	Q3TY65	uc007bec.1
chr1	-	60077634	60100028		uc007bed.1
chr1	-	60133711	60154751	Q4V9X1	uc007bee.2
chr1	-	60133711	60154978	Q4V9X1	uc007bef.2
chr1	-	60133711	60155344	Q4V9X1	uc007beg.2
chr1	+	60155124	60207878	Q8VHI4	uc007beh.1
chr1	+	60155124	60207878	A8VI08	uc007bei.1
chr1	+	60162154	60207878	A8VI08	uc011wlu.1
chr1	+	60164926	60207878	A8VI08	uc011wlv.1
chr1	+	60164926	60207878		uc011wlw.1
chr1	+	60237442	60391549	NP_775620	uc007bej.1
chr1	+	60291824	60338882	Q8BS04	uc007bek.1
chr1	+	60317076	60391549		uc011wlx.1
chr1	+	60335510	60391549	Q7TMN9	uc011wly.1
chr1	+	60386874	60388272		uc007bel.1
chr1	+	60400215	60429551	Q8BKE6	uc007bem.1
chr1	+	60400215	60444231	Q8BKE6	uc007ben.1
chr1	+	60400215	60444231	Q80Y48	uc007beo.1
chr1	+	60466462	60538007	Q6AXD2	uc007bep.2
chr1	+	60466462	60538007	Q6AXH6	uc007ber.2
chr1	+	60466462	60538007	P62484	uc007beq.2
chr1	-	60540028	60623609	NP_001038978	uc007bes.1
chr1	-	60540346	60542727		uc007bet.1
chr1	+	60761102	60761257		uc007beu.1
chr1	+	60803231	60821470	Q6GSH7	uc007bev.2
chr1	+	60803231	60830203	Q6GSH7	uc007bew.2
chr1	-	60833508	60838537		uc007bex.1
chr1	+	60835689	60860632		uc007bey.1
chr1	+	60965868	60972674	Q6GTR6	uc007bez.1
chr1	+	60969266	60972674		uc007bfa.1
chr1	+	61034757	61057164	Q5SUZ7	uc011wlz.1
chr1	+	61685397	61816433		uc007bfc.2
chr1	+	61685397	62215873	NP_001074519	uc007bfd.2
chr1	+	61685397	62688858	Q9CSB4	uc007bfe.2
chr1	-	61813988	61898114		uc007bfg.1
chr1	-	61833317	61898114		uc007bfh.1
chr1	+	62056880	62688858	Q5SV55	uc011wma.1
chr1	+	62749890	62786506	Q8BPZ0	uc007bfi.1
chr1	+	62749890	62843665	B1AT41	uc007bfj.1
chr1	+	62749890	62843665	Q3U5I8	uc007bfk.1
chr1	+	62749890	62865266	B1AT44	uc007bfl.1
chr1	+	62749890	62865266	Q8QZY7	uc007bfm.1
chr1	+	62749890	62865266	B1AT45	uc007bfn.1
chr1	+	62749890	62865266	B1AT42	uc007bfo.1
chr1	+	62815542	62843665	Q3URT2	uc007bfp.1
chr1	-	63004992	63138503		uc007bfq.2
chr1	-	63094374	63160841	B1AT32	uc011wmb.1
chr1	-	63094374	63160841	NP_001108081	uc011wmc.1
chr1	+	63161044	63204864		uc007bft.1
chr1	-	63190165	63223396	Q3UQ73	uc007bfy.2
chr1	-	63190165	63223396	Q3UQ73	uc011wmd.1
chr1	-	63190165	63223396	Q3UQ73	uc007bfu.2
chr1	-	63190165	63223396	Q3UQ73	uc007bfv.2
chr1	-	63203256	63211604	NP_663493	uc007bfw.1
chr1	-	63205475	63223396	NP_663493	uc007bfx.2
chr1	+	63223404	63227060	O70251	uc007bfz.2
chr1	+	63225596	63225709		uc011wme.1
chr1	-	63229267	63260783	Q8K087	uc007bga.1
chr1	+	63319842	63361149	Q5SS00	uc007bgb.2
chr1	+	63319842	63361149	Q5SS00	uc007bgc.2
chr1	+	63492477	63579423		uc007bgd.1
chr1	+	63492477	63615668	Q9R1V7-4	uc007bge.1
chr1	+	63492477	63619793	Q5SRA0	uc007bgf.2
chr1	+	63492477	63643089	Q9R1V7	uc007bgg.1
chr1	+	63614422	63643089	Q5SRA2	uc011wmf.1
chr1	+	63614422	63643089		uc007bgh.1
chr1	-	63669424	63733501	A2CI98	uc007bgi.1
chr1	-	63745400	63776892	Q5F204	uc007bgj.1
chr1	+	63777198	63782881	Q6ZQ14	uc007bgk.2
chr1	+	63777198	63799959	Q922E6	uc007bgl.2
chr1	+	64011300	64015573		uc007bgm.1
chr1	-	64079441	64082160		uc007bgn.1
chr1	-	64082246	64167963	Q99JB0	uc007bgo.1
chr1	-	64082246	64168000	Q99JB0	uc007bgp.1
chr1	-	64088499	64168000	Q3UES6	uc007bgq.1
chr1	+	64579377	64651122	Q547S9	uc007bgr.1
chr1	+	64579377	64651122	Q543W0	uc007bgs.1
chr1	+	64579377	64651122	Q62347	uc007bgt.1
chr1	+	64597422	64651122	Q543W0	uc011wmg.1
chr1	-	64653053	64663742	Q9CQL0	uc007bgu.1
chr1	-	64653053	64663780	Q9CQL0	uc007bgv.1
chr1	-	64726444	64737233		uc007bgw.1
chr1	+	64737786	64772216	NP_001091113	uc007bgx.1
chr1	-	64777131	64784324	NP_073558	uc007bgy.1
chr1	-	64777131	64784324	NP_001036124	uc007bgz.1
chr1	-	64832556	65003398		uc011wmh.1
chr1	-	64835694	65003398	Q8BM47	uc007bha.1
chr1	-	64906871	64974671	Q8BM47-2	uc007bhb.1
chr1	-	65059659	65079322	Q3UXL1	uc007bhc.1
chr1	-	65059659	65079322	Q3UXL1	uc007bhd.1
chr1	-	65074287	65079322		uc007bhe.1
chr1	-	65095130	65097737	Q03740	uc007bhf.1
chr1	-	65108411	65110014	Q6PGI0	uc007bhg.2
chr1	-	65118105	65120095	A3RLD5	uc007bhh.1
chr1	-	65118172	65120095	A3RLD4	uc007bhi.1
chr1	-	65126800	65128841	NP_658906	uc007bhj.1
chr1	-	65146962	65149937	P04345	uc007bhk.1
chr1	-	65151858	65169767	D3YUK5	uc007bhl.1
chr1	-	65153886	65169767	Q8C3M9	uc007bhm.1
chr1	-	65153886	65169767	B2RQD7	uc011wmi.1
chr1	-	65205189	65225716	Q3UAV7	uc007bhn.2
chr1	-	65205189	65233053	Q3UAV7	uc011wmj.1
chr1	+	65233256	65252280	Q9Z1T6-3	uc007bho.1
chr1	+	65233256	65252748	Q9Z1T6-3	uc007bhp.1
chr1	+	65233258	65272691	Q9Z1T6-3	uc007bhq.1
chr1	+	65233258	65279055	Q9Z1T6-3	uc007bhr.1
chr1	+	65233258	65325270	NP_035216	uc007bhs.1
chr1	+	65233258	65325270	Q9Z1T6	uc007bht.1
chr1	+	65357830	65435818	Q91V95	uc007bhu.1
chr1	+	65973095	65974878	Q9CXV3	uc007bhv.1
chr1	+	66221902	66489157	Q3TLQ0	uc007bhw.1
chr1	+	66221902	66489157	Q80ZL4	uc007bhx.1
chr1	+	66368571	66450705	B2KGT3	uc007bhy.1
chr1	+	66368571	66489157	B2KGT6	uc007bhz.1
chr1	+	66411228	66489157	Q80X35	uc007bia.1
chr1	+	66411228	66489157	Q80ZL4	uc007bib.1
chr1	+	66427062	66462721	Q3URJ7	uc007bic.1
chr1	+	66433525	66489157		uc007bid.1
chr1	+	66433551	66462721	Q3URJ7	uc007bie.1
chr1	+	66515020	66532764	Q8BLN6-2	uc007bif.2
chr1	+	66515020	66551631		uc011wmk.1
chr1	+	66515020	66745722	B8XCJ6	uc007bih.2
chr1	+	66726137	66745722	B2KGF4	uc007bii.2
chr1	+	66747457	66761821	B2KGF0	uc007bij.1
chr1	+	66747457	66766379	B2KGE9	uc007bik.1
chr1	+	66747466	66766379	B2KGE9	uc007bil.1
chr1	-	66765816	66864035	NP_808313	uc011wml.1
chr1	-	66765816	66864169	NP_001116210	uc007bim.2
chr1	-	66765816	66864169	NP_808313	uc007bin.2
chr1	-	66782115	66864169	B2KGC5	uc007bio.2
chr1	-	66823571	66855368	Q5DTI6-2	uc007bip.1
chr1	-	66847315	66864169	Q5DTI6-4	uc007biq.2
chr1	-	66877426	66909841	NP_031407	uc007bir.1
chr1	-	66970869	66981940	Q545G5	uc007bis.2
chr1	-	66970869	66991630	Q545T7	uc007bit.2
chr1	-	66972639	66981940	Q6PCW9	uc007biu.2
chr1	-	67047090	67067639		uc011wmm.1
chr1	-	67047090	67085408	O89112	uc007biv.1
chr1	-	67047090	67085446	O89112	uc007bix.2
chr1	-	67047090	67085446	O89112	uc007biw.2
chr1	+	67169639	67277022	Q8C196	uc007biy.1
chr1	+	67277381	67277835		uc007biz.1
chr1	+	67297187	67370950		uc007bja.1
chr1	-	68086539	69154633	B2KGF5	uc007bjb.1
chr1	-	68089014	68118262		uc007bjc.1
chr1	-	69577783	69732534	Q8C8A3	uc007bjd.2
chr1	+	69873561	70313851	Q8K450-2	uc007bjg.1
chr1	+	69873561	70771706	Q8K450	uc007bjh.1
chr1	+	69998203	70771706	Q8K450-4	uc007bji.1
chr1	+	70772288	70778776	E0CXU0	uc007bjj.1
chr1	+	70772288	70931971	B7X8X0	uc007bjk.1
chr1	+	70772288	70931971	E0CXU0	uc011wmn.1
chr1	+	70772496	70931971	Q505H4-2	uc011wmo.1
chr1	+	70775272	70931971	E0CXU0	uc011wmp.1
chr1	-	71074108	71149546	O70445	uc007bjm.2
chr1	-	71289663	71461484	NP_780419	uc011wmq.1
chr1	-	71336586	71353700		uc007bjo.2
chr1	-	71357547	71461484	Q8C137	uc007bjp.1
chr1	-	71408316	71461484		uc007bjq.1
chr1	+	71603729	71609772	B0LAC5	uc007bjr.2
chr1	+	71603729	71619937	Q9CWJ9	uc007bjs.2
chr1	+	71603729	71625977	Q9CWJ9	uc007bjt.2
chr1	-	71632096	71699745	NP_034363	uc007bju.1
chr1	-	71632096	71699745	Q3UHL6	uc007bjv.1
chr1	-	71632096	71699745	Q3UGY5	uc007bjw.1
chr1	-	71632096	71699745	Q3UHL6	uc007bjx.1
chr1	-	71632096	71699745	B9EHT6	uc007bjy.1
chr1	-	71632096	71699745	Q3TCF1	uc007bjz.1
chr1	-	71632096	71699745	B7ZNJ1	uc007bka.1
chr1	-	71650681	71667393		uc007bkb.1
chr1	-	71689398	71699745	Q4KL80	uc007bkc.1
chr1	-	71691050	71699745	Q4KL80	uc007bkd.1
chr1	+	71699410	71704031	Q3UXQ5	uc007bke.1
chr1	+	71699730	71709417		uc007bkf.1
chr1	+	71934685	71937778		uc011wmr.1
chr1	+	71934685	71937778		uc011wms.1
chr1	-	72205806	72258881	Q6NVG5	uc007bkg.2
chr1	+	72283038	72312710		uc011wmt.1
chr1	+	72290566	72321443		uc007bkh.1
chr1	-	72305746	72330888	Q99MZ7	uc007bki.2
chr1	-	72305746	72330888	Q99MZ7	uc011wmu.1
chr1	-	72313569	72330888	Q3UXD9	uc007bkj.2
chr1	+	72330946	72349569	Q8BG50	uc007bkk.1
chr1	+	72353994	72441527	P27641	uc007bkl.2
chr1	-	72473685	72583138	Q80TE3	uc007bkn.1
chr1	+	72629824	72638460	Q8BJL0-4	uc007bko.2
chr1	+	72629824	72642845	Q8BJL0-4	uc007bkp.2
chr1	+	72629824	72645973	Q8BJL0-3	uc007bkq.2
chr1	+	72629824	72673490	Q8BJL0-2	uc007bkr.2
chr1	+	72629824	72683364	Q8BJL0	uc007bks.2
chr1	-	72689553	72747138	A2RT91	uc007bkt.2
chr1	-	72689553	72747138	B7ZNI2	uc011wmv.1
chr1	-	72689553	72747138	A2RT91	uc007bku.2
chr1	+	72757833	72760387	Q4VAF2	uc007bkv.2
chr1	+	72871076	72899045	P47877	uc007bkw.1
chr1	-	72904638	72908766		uc011wmw.1
chr1	-	72904638	72921439	Q3UQV0	uc007bkx.1
chr1	+	72998105	73007478		uc007bky.1
chr1	-	73061648	73062473	Q545L6	uc007bkz.2
chr1	+	73071184	73072075		uc007bla.1
chr1	-	73437958	73454143		uc007blb.1
chr1	-	73441907	73454143		uc007blc.1
chr1	-	73664661	73911040		uc007bld.1
chr1	-	73956804	73983907	Q9DBT6	uc007blf.2
chr1	-	73956804	74171021	NP_082160	uc011wmx.1
chr1	-	73963439	73988680	Q7TSV1	uc007blg.2
chr1	-	74036295	74045042	Q8C6V6	uc007bli.1
chr1	+	74172114	74194804	D3YY30	uc011wmy.1
chr1	+	74172114	74194804	NP_001029232	uc007blk.2
chr1	+	74200567	74207820	P35343	uc007bll.1
chr1	-	74238359	74241205	Q810W6	uc007blm.1
chr1	+	74283091	74314787	NP_083987	uc007bln.1
chr1	+	74283123	74314787	NP_083987	uc007blo.1
chr1	+	74283464	74314787	D3YXG6	uc007blp.1
chr1	+	74325173	74326163	Q14AA9	uc007blq.1
chr1	-	74326413	74331312	Q3TJ22	uc007blr.2
chr1	-	74326413	74331312	NP_001177373	uc011wmz.1
chr1	+	74331607	74334027	NP_079856	uc007bls.1
chr1	+	74331607	74400266	Q69ZP3	uc007blt.1
chr1	+	74331607	74400266	Q69ZP3-3	uc007blu.1
chr1	-	74334820	74350910	Q3U717	uc007blv.2
chr1	+	74379183	74400266	Q69ZP3-4	uc007blw.1
chr1	+	74408681	74415895	B9EKE5-2	uc007blx.1
chr1	+	74409015	74415895	B9EKE5	uc011wna.1
chr1	+	74421776	74432625	Q3TB84	uc007bly.2
chr1	+	74438182	74443859	Q5I0X8	uc007blz.2
chr1	+	74440883	74440968		uc007bma.2
chr1	+	74455957	74482134	Q149B6	uc007bmb.2
chr1	-	74482083	74539650	Q8C0R0-2	uc007bmc.2
chr1	-	74482083	74590860	B2RT12	uc007bmd.2
chr1	-	74499260	74552377	Q8C0R0-2	uc007bme.1
chr1	+	74552633	74577416	Q9JKY0	uc007bmf.2
chr1	+	74589462	74612551	Q8K3R3-2	uc007bmg.1
chr1	+	74590933	74612551	Q8K3R3	uc007bmh.1
chr1	+	74597593	74607180	Q8K3R3-4	uc007bmi.1
chr1	+	74597593	74612551		uc007bmj.1
chr1	+	74597593	74612551		uc007bmk.1
chr1	+	74597593	74612551	Q8K3R3-3	uc011wnb.1
chr1	-	74611701	74632271	Q925J4	uc007bml.1
chr1	-	74611701	74634602	Q3V1C1	uc007bmm.1
chr1	-	74611701	74634602	Q8CHH6	uc007bmn.1
chr1	-	74628798	74634602	Q9D251	uc007bmo.1
chr1	-	74628798	74634610	Q9D251	uc007bmp.1
chr1	+	74634934	74639017	Q9CZP5	uc007bmq.1
chr1	+	74634947	74639017	Q9CZP5	uc007bmr.1
chr1	-	74640325	74647971	Q9QZR0	uc007bms.2
chr1	-	74640325	74647971	Q9QZR0	uc007bmt.2
chr1	+	74648028	74681330	Q69ZM6	uc007bmu.1
chr1	+	74648028	74683467	NP_778196	uc007bmv.1
chr1	+	74648212	74683467	Q69ZM6-2	uc011wnc.1
chr1	+	74669403	74683467	Q69ZM6-2	uc007bmw.1
chr1	+	74673038	74683467	NP_778196	uc007bmx.1
chr1	+	74708327	74744547	Q80UG8	uc007bmy.1
chr1	+	74741786	74744547		uc007bmz.1
chr1	+	74760147	74784464	Q9DBG1	uc007bna.1
chr1	-	74785495	74795529	Q8BGM7	uc007bnb.2
